MSOA,Median_HP,Borough,Inner,Area,Political,Pop_Density,Aged_15to64,LoneParent_HH,BAME,Rented,NoWork_Families,Low_BirthWeight,Male_LE
E02000001,485000,City of London,Inner,Central,Other,2624,76.68,3.49,21.37,52.4,0.9,4.2,83.6
E02000002,182250,Barking and Dagenham,Outer,East,Labour,3170,58.73,22.01,35.01,51.7,11.8,10.6,78
E02000003,205500,Barking and Dagenham,Outer,East,Labour,4771,65.82,15.36,45.39,33.2,7,7.8,80.2
E02000004,205000,Barking and Dagenham,Outer,East,Labour,2530,65.82,13.89,19.02,25.8,5.3,5.8,77.9
E02000005,167000,Barking and Dagenham,Outer,East,Labour,7289,64.57,18.63,33.73,40,9.6,7.7,76.8
E02000007,172500,Barking and Dagenham,Outer,East,Labour,5229,62.02,22.55,32.82,58,12.7,6.8,75.7
E02000008,162000,Barking and Dagenham,Outer,East,Labour,8190,63.99,19.8,30.36,52.4,11,7.1,74.5
E02000009,172247.5,Barking and Dagenham,Outer,East,Labour,9227,66.49,20.8,38.82,49.90000000000001,10.6,9,78.1
E02000010,163000,Barking and Dagenham,Outer,East,Labour,7901,64.14,21.29,30.8,52,12.7,9.1,75.5
E02000011,171500,Barking and Dagenham,Outer,East,Labour,3960,64.69,15.6,33.64,31.8,7.6,7.3,76.3
E02000012,260000,Barking and Dagenham,Outer,East,Labour,7731,66.3,11.23,56.11,29.2,5.3,7.4,78.5
E02000013,172250,Barking and Dagenham,Outer,East,Labour,6494,62.5,19.87,31.09,51.7,10.7,7.2,74.5
E02000014,163000,Barking and Dagenham,Outer,East,Labour,7958,63.67,19.88,29.51,54.9,11,8.2,76
E02000015,130000,Barking and Dagenham,Outer,East,Labour,5632,64.99,20.6,36.72,66.5,11.5,7.3,76.4
E02000016,132500,Barking and Dagenham,Outer,East,Labour,9276,70.39,16.33,70.41,75.3,10,6.7,84.1
E02000017,210000,Barking and Dagenham,Outer,East,Labour,9962,70.05,11.07,68.73,41.3,6.4,8,80.4
E02000018,161000,Barking and Dagenham,Outer,East,Labour,6648,63.95,21.56,35.86,59.2,12.8,7.5,78.5
E02000019,165500,Barking and Dagenham,Outer,East,Labour,2796,64.6,19.8,36.12,50.40000000000001,10.3,8.9,78.3
E02000020,215000,Barking and Dagenham,Outer,East,Labour,2833,63.64,18.61,53.64,54.7,9.4,8.5,78.9
E02000021,160000,Barking and Dagenham,Outer,East,Labour,2854,64.37,19.8,42.46,43.5,9.9,7.2,73.3
E02000022,130000,Barking and Dagenham,Outer,East,Labour,11963,63.27,24.93,61.78,80.5,17.1,8.3,74
E02000023,165000,Barking and Dagenham,Outer,East,Labour,3737,63.46,23.24,54.83,68.6,15.2,7.8,75.4
E02006799,177000,Barking and Dagenham,Outer,East,Labour,8796,64.21,19.76,37.89,52.1,10.5,8.1,74.9
E02000024,380000,Barnet,Outer,North,Conservative,2778,64.45,8.05,16.6,23.5,2.1,7.1,80.8
E02000025,307500,Barnet,Outer,North,Conservative,3357,67.76,11.51,21.27,35.2,4.3,8.2,80.3
E02000026,342500,Barnet,Outer,North,Conservative,4401,64.6,8.21,21.42,21.5,3.6,6.8,84.2
E02000027,299975,Barnet,Outer,North,Conservative,5823,64.31,17.95,30.33,44,7.1,7.5,77.5
E02000028,369375,Barnet,Outer,North,Conservative,5953,66.17,11.89,25.14,26.8,4.7,5.6,80.7
E02000029,319000,Barnet,Outer,North,Conservative,5131,66.51,13.49,25.02,34.9,5.9,7.6,80.1
E02000030,675000,Barnet,Outer,North,Conservative,632,62.59,11,24.97,20.2,3.8,10,79.6
E02000031,441500,Barnet,Outer,North,Conservative,3844,62.87,8.31,28.42,30.7,2.6,6.1,81.8
E02000032,437000,Barnet,Outer,North,Conservative,5651,64,8.32,32.29,13.2,2.4,7.5,83.1
E02000033,305000,Barnet,Outer,North,Conservative,4882,67.04,14.89,30.98,29.7,5.9,7.3,80.8
E02000034,275000,Barnet,Outer,North,Conservative,5574,65.98,12.93,29.28,33.6,5.1,8.3,79.9
E02000035,327500,Barnet,Outer,North,Conservative,6276,66.79,8.58,36.07,42.2,4.1,7.7,80.2
E02000036,342500,Barnet,Outer,North,Conservative,6064,64.79,13.77,42.04,32.1,5,6.9,81.6
E02000037,299500,Barnet,Outer,North,Conservative,2315,61.44,13.01,36.51,32.3,5.6,8.1,81.8
E02000038,384000,Barnet,Outer,North,Conservative,6160,69.95,13.02,34.53,34.09999999999999,4.9,6,78.8
E02000039,331250,Barnet,Outer,North,Conservative,3157,64.71,8.85,29.86,25.9,3.1,8.6,84.9
E02000040,402550,Barnet,Outer,North,Conservative,1397,63.71,14.27,37.7,39.5,6.7,6.3,81.9
E02000041,300000,Barnet,Outer,North,Conservative,6784,65.48,12.69,42.81,37.6,4.9,7.9,81.9
E02000042,276500,Barnet,Outer,North,Conservative,9014,69.36,8.64,42.03,44.3,3.6,8.4,79.8
E02000043,527722,Barnet,Outer,North,Conservative,5330,64.5,7.65,39.6,27.6,2.1,6.4,82.6
E02000044,250000,Barnet,Outer,North,Conservative,7388,66.84,19.99,43.9,49.7,8.9,9.1,78.4
E02000045,245500,Barnet,Outer,North,Conservative,6031,70.64,16.89,35.46,46.3,7.1,5.7,78.3
E02000046,365260,Barnet,Outer,North,Conservative,7484,72.19,8.04,37.22,48.3,3.1,7.2,80.9
E02000047,234000,Barnet,Outer,North,Conservative,8090,67.29,19.13,53.94,56.3,9.1,8,76.1
E02000048,365000,Barnet,Outer,North,Conservative,3232,65.08,8.91,36.11,30,3.9,6.8,83.3
E02000049,237500,Barnet,Outer,North,Conservative,11027,65.7,24.41,61.54,75.6,13.8,8.2,76.6
E02000050,289500,Barnet,Outer,North,Conservative,4854,68.5,13.24,37.63,46.7,5.6,7.5,78.8
E02000051,435000,Barnet,Outer,North,Conservative,6086,65.69,7.58,34.3,38.2,3,9.9,82.3
E02000052,382500,Barnet,Outer,North,Conservative,10296,71.47,9.44,26.55,46.59999999999999,3.6,5.8,80
E02000053,261075,Barnet,Outer,North,Conservative,6026,73.73,11.25,59.03,52.7,5.3,9.1,77.6
E02000054,250000,Barnet,Outer,North,Conservative,4901,71.83,9.01,45.96,43.8,4.2,6.3,82.6
E02000055,357500,Barnet,Outer,North,Conservative,7920,69.53,9.05,38.12,51.6,3.2,5.8,78.9
E02000056,960000,Barnet,Outer,North,Conservative,2859,61.89,6.37,20.32,27.3,2.3,5.9,82.9
E02000057,365000,Barnet,Outer,North,Conservative,6924,63.72,7.68,29.58,42.8,2.8,7.4,81.7
E02000058,612500,Barnet,Outer,North,Conservative,5776,62.91,6.97,23.22,36.1,2.7,8.6,82.4
E02000059,246000,Barnet,Outer,North,Conservative,4842,70.12,13.08,57.8,52.40000000000001,5.5,8.2,79.7
E02000060,570000,Barnet,Outer,North,Conservative,9090,59.28,6.35,27.39,48.3,3.4,5.5,80.2
E02000061,889500,Barnet,Outer,North,Conservative,5181,69.38,6.65,33.71,46.4,2.3,6.3,79.6
E02000062,300000,Barnet,Outer,North,Conservative,3532,70.6,17.56,50.63,61,8.5,8.7,75.1
E02000063,320000,Barnet,Outer,North,Conservative,6895,68.63,12.62,47.73,43.9,7.4,6.9,77.4
E02000064,360000,Barnet,Outer,North,Conservative,8102,69.31,13.67,39.15,55.7,7.3,7.6,75.1
E02000065,149000,Bexley,Outer,East,Conservative,2480,67.39,17.85,56.69,47.2,9.2,8,74.4
E02000066,151500,Bexley,Outer,East,Conservative,6147,65.56,19.95,47.09,63,9.2,7,76.9
E02000067,145000,Bexley,Outer,East,Conservative,3881,65.86,17.04,30.42,40.6,7.2,5.1,78
E02000068,156000,Bexley,Outer,East,Conservative,3295,66.23,17.63,34.69,46.9,9.8,8,75.7
E02000069,176000,Bexley,Outer,East,Conservative,4289,63.14,14.19,25.64,27.8,5.2,7.2,78.8
E02000070,227000,Bexley,Outer,East,Conservative,4249,63.78,10.04,17.61,16.5,2.7,5.5,79.6
E02000071,187000,Bexley,Outer,East,Conservative,6277,67.04,15.35,15.11,21.4,5.2,6.2,79.9
E02000072,155500,Bexley,Outer,East,Conservative,2726,64.45,22.34,28.75,57.7,12.3,8.6,74.8
E02000073,250000,Bexley,Outer,East,Conservative,6685,62.9,9.27,16.2,9.7,2.8,6.2,81.5
E02000074,157000,Bexley,Outer,East,Conservative,6880,64.04,17.33,17.86,44.5,7.8,9.5,77.2
E02000075,250000,Bexley,Outer,East,Conservative,5158,61.83,8.86,11.56,10.9,1.9,6.6,81.3
E02000077,235000,Bexley,Outer,East,Conservative,7064,64.52,10.87,17.13,17.8,2.7,5.9,80.1
E02000078,207000,Bexley,Outer,East,Conservative,5213,65.25,9.95,9.37,12.1,2.4,6.2,80.1
E02000079,220000,Bexley,Outer,East,Conservative,4752,62.69,10.74,13.41,20.1,2.5,6.7,78
E02000080,236000,Bexley,Outer,East,Conservative,5534,65.33,11.64,18.5,17.3,3.6,4.3,79.5
E02000081,210000,Bexley,Outer,East,Conservative,3407,62.25,10.98,10.45,22.4,3.3,6.3,80.1
E02000082,237000,Bexley,Outer,East,Conservative,6004,66.18,10.28,12.58,8.6,1.8,5.6,79.9
E02000083,180000,Bexley,Outer,East,Conservative,2685,65.23,12.87,12.12,28.3,4.9,7.9,77.7
E02000084,249995,Bexley,Outer,East,Conservative,4080,64.67,9.22,12.9,12.6,2.2,5.2,83.1
E02000085,221000,Bexley,Outer,East,Conservative,4924,65.72,12.42,9.98,14,2.7,4.3,81.8
E02000086,249475,Bexley,Outer,East,Conservative,4986,66.1,10.04,7.44,9.100000000000001,1.9,5.7,85.2
E02000087,261000,Bexley,Outer,East,Conservative,2044,61.01,7.8,10.33,14.1,1.9,3.2,83.9
E02000088,254975,Bexley,Outer,East,Conservative,3876,63.84,9.18,8.19,10.3,1.7,4,82.2
E02000089,285000,Bexley,Outer,East,Conservative,5739,62.87,8.14,7.61,10.9,1.7,5.9,82.7
E02000090,210000,Bexley,Outer,East,Conservative,4907,64.26,8.76,9.44,26.8,2.8,7.3,76.9
E02000091,235000,Bexley,Outer,East,Conservative,3604,62.51,9.77,10.54,29.6,2.7,6.6,79.6
E02000092,203500,Bexley,Outer,East,Conservative,1105,62.75,16.53,12.59,41.7,7.3,5.4,78.4
E02006785,214000,Bexley,Outer,East,Conservative,4739,63.7,12.74,17.83,25.1,4.1,8.1,79.5
E02000093,319000,Brent,Outer,West,Labour,7897,67.88,11.3,72.06,32.90000000000001,4.8,9.8,82.5
E02000094,319950,Brent,Outer,West,Labour,7561,68.45,13.11,62.53,38.4,5.6,8.8,81.9
E02000095,379000,Brent,Outer,West,Labour,6371,68.21,10.39,72.17,37.8,4.4,8.5,82.2
E02000096,425000,Brent,Outer,West,Labour,4507,65.26,8.1,67.72,22.9,2.1,6.9,83.2
E02000097,310000,Brent,Outer,West,Labour,4812,67.35,11.11,63.88,35.2,5.1,7.3,79.5
E02000098,356800,Brent,Outer,West,Labour,4335,67.45,11.35,67.21,43.59999999999999,4.4,7,81.1
E02000099,310000,Brent,Outer,West,Labour,6721,68.27,12.72,70,44.7,6,11,82.3
E02000100,369950,Brent,Outer,West,Labour,4029,71.65,8.09,68.42,32.5,2.2,12,81
E02000101,232500,Brent,Outer,West,Labour,6757,67.18,15.67,69.66,58.2,7.9,7.9,76.9
E02000102,261250,Brent,Outer,West,Labour,5731,65.87,17.03,68.33,51.6,9.2,8.1,80.2
E02000103,287500,Brent,Outer,West,Labour,4948,65.53,17.54,57.76,49.5,8.7,9.2,81.3
E02000104,280000,Brent,Outer,West,Labour,6118,67.2,11.3,70.1,38.4,4.6,9.4,80.2
E02000105,210000,Brent,Outer,West,Labour,6891,70.3,11.91,75.76,48,4.9,9.4,84.4
E02000106,307000,Brent,Outer,West,Labour,7761,68.8,16.09,62.37,55.4,9.7,6.7,79.2
E02000107,321500,Brent,Outer,West,Labour,11555,74.99,11.13,46.53,62.59999999999999,5.2,8.2,77.4
E02000108,240000,Brent,Outer,West,Labour,8091,68.57,12.16,73.78,42.9,5.7,8.7,80
E02000109,245000,Brent,Outer,West,Labour,5189,70.85,11.24,76.27,47.7,5,7.5,77.4
E02000110,500000,Brent,Outer,West,Labour,10421,74.72,11.38,46.93,52.7,5.1,6.9,79.2
E02000111,260000,Brent,Outer,West,Labour,8926,70.74,11.08,83.79,46.59999999999999,3.9,10,77.7
E02000112,291500,Brent,Outer,West,Labour,7499,72.59,11.13,78.93,44.9,4.4,8.9,78.6
E02000113,245250,Brent,Outer,West,Labour,6616,64.93,28.04,75.26,74.10000000000001,14.3,8.1,77.4
E02000114,307500,Brent,Outer,West,Labour,15023,76.07,11.45,47.44,65.6,4.9,8.2,75
E02000115,381500,Brent,Outer,West,Labour,9892,76.45,8.62,37.88,66,3.2,6.9,79.4
E02000116,278375,Brent,Outer,West,Labour,7798,71.75,17.77,59.23,72.8,8.9,6.2,72.2
E02000117,238000,Brent,Outer,West,Labour,13669,66.78,23.46,68.88,73.80000000000001,11.4,8.5,75.3
E02000118,222500,Brent,Outer,West,Labour,7870,72.21,13.65,82.68,45.3,5.4,11.6,77.4
E02000119,226000,Brent,Outer,West,Labour,2947,64.58,24.84,78.15,81.6,11.9,8.4,75.2
E02000120,416250,Brent,Outer,West,Labour,18477,76.55,9.49,35.82,64.9,3.5,6.2,76.1
E02000121,210000,Brent,Outer,West,Labour,6710,71.61,10.26,83.97,43.1,4.6,12.2,77.7
E02000122,710000,Brent,Outer,West,Labour,6658,68.43,11.36,41.77,43.3,3.9,8.5,84.7
E02000123,310000,Brent,Outer,West,Labour,14416,71.35,19.61,60.24,73,9.2,8.5,74.9
E02000124,375000,Brent,Outer,West,Labour,9308,74.65,11.65,35.18,56.90000000000001,4.3,7.9,79.6
E02000125,423750,Brent,Outer,West,Labour,14137,71.97,12.87,46.12,49.4,4.8,7.1,79.1
E02000126,305000,Brent,Outer,West,Labour,16881,68.06,18.72,66.88,85.1,8.8,9.4,74.7
E02000127,195000,Bromley,Outer,South,Conservative,3895,63.94,19.24,19.49,46.2,8.9,9.3,75.9
E02000128,285000,Bromley,Outer,South,Conservative,2873,64.85,10.88,11.67,24.9,3.3,5.8,80.7
E02000130,279997.5,Bromley,Outer,South,Conservative,5432,69.45,12.04,30.5,39,3.7,7.9,76.7
E02000131,185000,Bromley,Outer,South,Conservative,5224,76.14,13.07,37.38,59.8,5.8,7.1,76.6
E02000132,246250,Bromley,Outer,South,Conservative,5132,71.39,8.12,19.52,44.4,3.7,5.4,78.5
E02000133,499999.5,Bromley,Outer,South,Conservative,1630,60.9,5.81,12.09,13.5,1.6,6.5,80.4
E02000134,248000,Bromley,Outer,South,Conservative,5659,68.51,9.89,16.98,41,3.4,6.4,78.9
E02000135,177500,Bromley,Outer,South,Conservative,8607,69.51,21.56,43.5,71.9,10.5,7.2,73.6
E02000136,253997.5,Bromley,Outer,South,Conservative,1254,59.78,11.24,15.05,25.2,5.1,8.2,78.6
E02000137,263750,Bromley,Outer,South,Conservative,4323,64.65,7.95,15.18,26.2,2.3,5.9,78
E02000138,275000,Bromley,Outer,South,Conservative,3891,63.95,5.4,14.26,26,1.1,3.9,82.9
E02000139,286250,Bromley,Outer,South,Conservative,4844,70.02,10.71,16.85,30.4,2.9,5,78.7
E02000140,200000,Bromley,Outer,South,Conservative,4292,62.69,19.42,15.66,51.4,9.5,6.2,76.5
E02000141,241500,Bromley,Outer,South,Conservative,7562,69.85,13.19,30.37,33.6,4.5,6.1,77.6
E02000142,277750,Bromley,Outer,South,Conservative,4699,64.58,9.41,14.79,22,2.6,7.8,78.9
E02000144,296000,Bromley,Outer,South,Conservative,4481,67.36,9.21,19.59,30.5,2.3,7.9,82.5
E02000145,169975,Bromley,Outer,South,Conservative,736,62.41,20.44,19.34,46.4,11.3,8.7,76.5
E02000146,245000,Bromley,Outer,South,Conservative,4783,65.18,10.01,13.08,24.6,1.9,6.3,77.7
E02000147,440000,Bromley,Outer,South,Conservative,3565,61.42,6.03,14.24,13.5,1.5,4.2,84.5
E02000148,377500,Bromley,Outer,South,Conservative,2359,60.7,8.13,11.34,14.4,2.1,6.5,81.1
E02000149,215000,Bromley,Outer,South,Conservative,4154,64.04,15.33,11.91,30.9,6.8,6.3,80.1
E02000150,340000,Bromley,Outer,South,Conservative,2768,65.28,11,16.42,17.4,2.3,4.6,81.8
E02000151,430000,Bromley,Outer,South,Conservative,3606,59.74,6.75,8.9,7.4,1.3,5.6,85
E02000152,305000,Bromley,Outer,South,Conservative,2664,63.23,19.06,16.01,36.7,7.9,6,78.2
E02000153,385000,Bromley,Outer,South,Conservative,3462,63.25,9.34,8.51,6.8,1.6,5.7,80.1
E02000154,275000,Bromley,Outer,South,Conservative,3870,64.91,9.63,13.04,22.4,2.8,7.7,81.5
E02000155,249995,Bromley,Outer,South,Conservative,3816,60.54,9.94,10.37,15.9,2.2,7.4,79.9
E02000156,375000,Bromley,Outer,South,Conservative,3155,61.13,8.54,10.61,13.1,1.4,7.6,81.7
E02000157,320000,Bromley,Outer,South,Conservative,3281,58.78,7.73,8.02,8.2,1.4,8.6,82.9
E02000158,250000,Bromley,Outer,South,Conservative,3451,58.76,13.69,12.21,27,6.5,8.1,80.9
E02000159,382000,Bromley,Outer,South,Conservative,1181,60.99,7.86,9.76,10.5,2.2,7,84.1
E02000160,358000,Bromley,Outer,South,Conservative,942,63.76,7.92,6.47,12.1,1.7,7.2,80.3
E02000161,294500,Bromley,Outer,South,Conservative,4926,62.88,7.9,11.68,8.6,1.4,7.4,83
E02000162,291500,Bromley,Outer,South,Conservative,528,58.27,10.59,9.46,24.9,2.8,9,80.2
E02000163,320000,Bromley,Outer,South,Conservative,677,61.22,8.07,7.11,13.9,1.7,5.5,81.9
E02000165,233000,Bromley,Outer,South,Conservative,1258,67.21,10.67,4.68,10.4,2,4,80.9
E02006782,250000,Bromley,Outer,South,Conservative,2964,63.36,15.3,23.17,28.5,5.5,8.4,79.1
E02006787,311000,Bromley,Outer,South,Conservative,5119,64.88,10.78,15.53,19.9,2.6,5.5,82.4
E02006789,321000,Bromley,Outer,South,Conservative,286,60.21,8.38,4.06,13.1,2.6,5.9,82
E02000166,425000,Camden,Inner,Central,Labour,2664,67,12.04,20.62,52.1,5,8.3,83.4
E02000167,717500,Camden,Inner,Central,Labour,3699,63.03,4.44,15.18,41.8,1.5,6.1,82.4
E02000168,437500,Camden,Inner,Central,Labour,12317,71.8,9.99,21.78,56,4,4.6,74
E02000169,1167500,Camden,Inner,Central,Labour,6627,63.91,6.08,24.12,41.4,2.2,5.3,81
E02000170,570000,Camden,Inner,Central,Labour,10863,74.4,6.54,25.68,53.5,2.5,7.8,78.5
E02000171,613750,Camden,Inner,Central,Labour,15671,70.91,9.37,22.92,54.2,3.9,8.3,82.7
E02000172,375000,Camden,Inner,Central,Labour,15819,71.17,17.3,37.44,75.5,9.4,9,73.5
E02000173,897250,Camden,Inner,Central,Labour,10068,71.15,4.79,29.9,57.8,1.8,6.8,79.6
E02000174,382500,Camden,Inner,Central,Labour,16038,73.74,12.24,32.11,67.3,5.6,9.2,74.5
E02000175,499950,Camden,Inner,Central,Labour,12713,78.34,7.93,29.7,65.6,3.5,8.1,80.2
E02000176,665000,Camden,Inner,Central,Labour,16654,72.98,3.96,22.31,52.09999999999999,1,3.5,87.2
E02000177,427500,Camden,Inner,Central,Labour,17680,70.33,15.68,35.99,72.2,8.1,7.1,79.3
E02000178,400000,Camden,Inner,Central,Labour,16504,77.25,11.21,36.92,71.4,5.6,8.2,75.5
E02000179,740000,Camden,Inner,Central,Labour,17093,68.17,11.53,33.35,61.9,6.6,7,82
E02000180,435000,Camden,Inner,Central,Labour,16174,74.97,11.05,33.93,69.30000000000001,4.5,9,77.2
E02000181,585000,Camden,Inner,Central,Labour,14435,76.58,6.62,24.21,56.1,2.9,9.7,80.5
E02000182,575000,Camden,Inner,Central,Labour,8871,68.55,8.94,40.29,57.40000000000001,4.8,7.3,82.1
E02000183,695000,Camden,Inner,Central,Labour,10246,69.56,6.96,22.79,58.8,3.4,7.1,80.5
E02000184,339950,Camden,Inner,Central,Labour,13180,75.29,13.9,40.99,75.5,6.9,7.1,75.8
E02000185,385000,Camden,Inner,Central,Labour,18153,68.41,12.87,42.04,76.2,7.3,8,72.4
E02000186,645000,Camden,Inner,Central,Labour,6766,77.92,8.49,30.57,68.9,3.5,8.8,74.4
E02000187,363789,Camden,Inner,Central,Labour,8825,69.13,16.57,52.94,85.9,9.6,11.1,76.3
E02000188,329500,Camden,Inner,Central,Labour,16700,73.98,14.7,51.61,84.4,6.8,9.1,76
E02000189,420000,Camden,Inner,Central,Labour,20349,74.31,15.22,54.63,84.1,7.2,8.9,77.4
E02000190,370000,Camden,Inner,Central,Labour,20980,79.44,9.21,43.01,76.30000000000001,3.3,10,77.5
E02000191,642000,Camden,Inner,Central,Labour,12827,86.73,4.64,43.23,71.5,1.3,5.8,83
E02000192,462500,Camden,Inner,Central,Labour,17058,74.46,11.32,41.48,77.8,6,9.8,76.6
E02000193,499000,Camden,Inner,Central,Labour,7291,82.99,4.86,35.61,67.4,1.6,8.5,80.1
E02000194,235000,Croydon,Outer,South,Conservative,6404,70.79,16.2,39.56,50.4,5.6,8.6,75.1
E02000195,306000,Croydon,Outer,South,Conservative,4808,67.54,12.25,53.89,25.7,3.9,9.3,80.9
E02000196,298250,Croydon,Outer,South,Conservative,6133,69.15,16.92,64.39,38.7,6,9,76.9
E02000197,249500,Croydon,Outer,South,Conservative,9347,65.46,17.98,64.12,43.7,7.8,7.9,79.3
E02000198,190000,Croydon,Outer,South,Conservative,9159,66.87,21.96,62.68,48.2,9.1,10.6,78.6
E02000199,215000,Croydon,Outer,South,Conservative,9871,67.88,22.07,66.6,33.2,7.4,9.1,79.8
E02000200,184950,Croydon,Outer,South,Conservative,6736,70.82,17.06,54.18,44.6,7.7,9.9,76.3
E02000201,158225,Croydon,Outer,South,Conservative,9974,67.91,21.37,60.17,60.3,9.2,9.6,77.4
E02000202,220000,Croydon,Outer,South,Conservative,11626,67.05,16.5,75.15,30.6,5.8,9.9,82.3
E02000203,185000,Croydon,Outer,South,Conservative,9801,67.24,18.62,70.92,51.09999999999999,7.1,8.6,77.5
E02000204,229550,Croydon,Outer,South,Conservative,8667,66.25,18.21,79.66,34.4,7.3,8.9,78.3
E02000206,181975,Croydon,Outer,South,Conservative,6692,66.48,23.32,63.55,54.5,10,10.1,77.8
E02000207,187750,Croydon,Outer,South,Conservative,7454,68.17,22.74,54.04,48.4,9.7,10.1,76.5
E02000208,170000,Croydon,Outer,South,Conservative,11517,67.57,22.51,71.74,58.8,11.4,11,72.4
E02000209,182000,Croydon,Outer,South,Conservative,8381,66.48,20.79,72.27,41.7,9,9.2,79.9
E02000210,221000,Croydon,Outer,South,Conservative,10809,70.32,15.72,42.83,31.7,5.2,8.6,80.5
E02000211,282500,Croydon,Outer,South,Conservative,4855,65.3,10.92,25.37,14.5,2.3,7.7,83
E02000212,185000,Croydon,Outer,South,Conservative,6925,66.5,20.76,70.25,51.4,9.4,9.2,77.3
E02000213,170000,Croydon,Outer,South,Conservative,9330,70.15,19.78,66.68,68.69999999999999,10.9,9.5,74.2
E02000214,275000,Croydon,Outer,South,Conservative,6145,67.94,10.99,32.78,17.7,2.8,6.7,81.6
E02000215,198000,Croydon,Outer,South,Conservative,10569,72.22,10.76,45.52,55,5,7.5,77.9
E02000216,235500,Croydon,Outer,South,Conservative,2981,62.76,7.03,50.8,43.4,2.4,9,81.8
E02000217,195000,Croydon,Outer,South,Conservative,7120,70.37,17.01,47.66,51.2,7.9,8.7,76.4
E02000218,298500,Croydon,Outer,South,Conservative,5993,63.8,21.91,40.03,40.8,10.5,9.7,80.7
E02000219,325000,Croydon,Outer,South,Conservative,1347,63.43,6.57,26.05,9.6,1.5,8.6,83.6
E02000220,181500,Croydon,Outer,South,Conservative,6751,74.11,12.4,41.85,60.4,4.6,9.8,76.3
E02000221,214250,Croydon,Outer,South,Conservative,3602,65.79,20.41,46.15,48.5,9,9,75.7
E02000222,208000,Croydon,Outer,South,Conservative,4349,70.44,9.97,30.81,37.09999999999999,3.6,7.4,79.3
E02000223,164500,Croydon,Outer,South,Conservative,8776,60.27,35.17,38.37,71.3,18.4,9.9,76.9
E02000224,220650,Croydon,Outer,South,Conservative,6075,69.56,11.21,31.66,35.6,4.8,5.4,78.1
E02000225,185000,Croydon,Outer,South,Conservative,4725,65.11,22.82,22.35,43,9,6.6,75.3
E02000226,326000,Croydon,Outer,South,Conservative,2328,65.55,7.76,23.08,8.3,1.9,7.2,84.2
E02000227,210000,Croydon,Outer,South,Conservative,2518,66.52,13.11,20.01,24,4,8.7,83.1
E02000228,400000,Croydon,Outer,South,Conservative,2451,61.83,5.2,20.48,10.6,1.9,6.7,84.2
E02000229,180750,Croydon,Outer,South,Conservative,4950,62,24.74,25.32,57.59999999999999,12.5,8.4,75.5
E02000230,307500,Croydon,Outer,South,Conservative,3894,66.46,9.94,31.7,26.4,3.5,9.3,81.2
E02000231,532500,Croydon,Outer,South,Conservative,2303,66.07,6.13,32.54,11.5,2,7.2,79.3
E02000232,312375,Croydon,Outer,South,Conservative,1430,62.84,10.33,17.05,16,2.9,6.3,79.4
E02000233,250000,Croydon,Outer,South,Conservative,3933,65.11,12.71,24.66,25.3,4.8,7.1,79.6
E02000234,300000,Croydon,Outer,South,Conservative,2642,65.22,11.89,26.27,27.7,3.7,5.5,80.8
E02000235,300000,Croydon,Outer,South,Conservative,1327,65.92,11.47,18.67,18,3.8,3.8,81.3
E02000236,315000,Croydon,Outer,South,Conservative,2169,65.67,10.68,15.88,11.6,2.5,6.6,80.9
E02000237,307500,Croydon,Outer,South,Conservative,1532,60.76,9.68,13.95,18.3,2.6,7.4,81.8
E02006788,214300,Croydon,Outer,South,Conservative,5487,67.07,26.56,49.83,44.7,8.6,12.1,79.9
E02000238,250000,Ealing,Outer,West,Labour,6402,68.63,13.34,52.28,35,5,7.7,78.1
E02000239,300000,Ealing,Outer,West,Labour,3855,69.29,9.68,58.42,27.9,2.8,11.2,82.3
E02000240,249000,Ealing,Outer,West,Labour,6030,65.66,20.42,52.81,48.09999999999999,9.8,8,78
E02000241,253500,Ealing,Outer,West,Labour,5203,69.43,12.81,48.85,31.3,5.9,7.4,85.7
E02000242,289000,Ealing,Outer,West,Labour,7795,69.77,10.74,63.6,34.5,4,8.1,80.1
E02000243,230000,Ealing,Outer,West,Labour,3018,67.98,13.79,51.04,42.9,4.4,6.9,78.1
E02000244,274000,Ealing,Outer,West,Labour,4076,69.36,10.72,46.14,33.9,4.4,7.1,81.6
E02000245,189000,Ealing,Outer,West,Labour,5014,65.82,20,56.5,60.90000000000001,12.1,7.6,78.8
E02000246,228500,Ealing,Outer,West,Labour,4268,64.91,20.09,54.54,50,9.7,7,77.3
E02000247,197500,Ealing,Outer,West,Labour,7424,65.31,16.94,57.83,47.8,9.3,8.3,78.4
E02000248,310000,Ealing,Outer,West,Labour,4290,70.63,10.27,46.97,47.6,4.9,5.6,82.4
E02000249,263750,Ealing,Outer,West,Labour,6116,66.82,12.34,55.04,41.6,5.3,7.3,81
E02000250,550000,Ealing,Outer,West,Labour,6488,64.94,7.44,24.22,25.4,1.8,6,81.5
E02000251,260000,Ealing,Outer,West,Labour,8374,69.92,12.82,72.07,27.6,5.4,9.7,78.3
E02000252,249975,Ealing,Outer,West,Labour,3081,74.41,16.65,51.15,59.7,9.3,6.9,79.1
E02000253,275000,Ealing,Outer,West,Labour,8371,64.61,19.04,45.28,55.1,8.1,5.8,76.7
E02000254,247475,Ealing,Outer,West,Labour,8583,69.64,10.78,87.38,29.1,4.6,9.2,77.9
E02000255,355000,Ealing,Outer,West,Labour,6114,67.91,12.98,38.5,42.59999999999999,6.2,7.6,77.1
